date,mlp_wide_vote,wide_deep_vote,resnet_mlp_vote,mlp_small_vote,se_mlp_vote,stacked_gru_ln_vote,ensemble_vote_pred,Date,Close,High,Low,Open,Volume,forward_return_10,forward_return_15,forward_return_30,forward_return_60,close_diff_next_day,target_period,forward_binary_10,forward_binary_15,forward_binary_30,forward_binary_60,predicted_horizon_days,predicted_return
2023-01-04,0,0,0,0,0,0,0,2023-01-04,3852.969970703125,3873.159912109375,3815.77001953125,3840.360107421875,4414080000,-0.0117676047562601,-0.0510931020680549,-0.0580479576639313,-0.0623803227878957,44.869873046875,0,1,0,0,0,60,-0.0623803227878957
2023-01-05,0,0,0,0,0,0,0,2023-01-05,3808.10009765625,3839.739990234375,3802.419921875,3839.739990234375,3893450000,-0.0414110635872061,-0.0644776043491596,-0.066433931194324,-0.0767144911634858,-86.97998046875,0,1,0,0,0,60,-0.0767144911634858
2023-01-06,0,0,0,0,0,0,0,2023-01-06,3895.080078125,3906.18994140625,3809.56005859375,3823.3701171875,3923560000,-0.0310288244097742,-0.0305368253558137,-0.0255820139185573,-0.0501194982775125,2.989990234375,2,0,0,1,0,60,-0.0501194982775125
2023-01-09,2,2,2,2,2,2,2,2023-01-09,3892.090087890625,3950.570068359375,3890.419921875,3910.820068359375,4311770000,-0.0310832509239564,-0.0452607578240762,-0.024795469795363,-0.0484771098535554,-27.159912109375,2,0,0,1,0,15,-0.0452607578240762
2023-01-10,2,2,2,2,2,2,2,2023-01-10,3919.25,3919.830078125,3877.2900390625,3888.570068359375,3851030000,-0.0241445865541444,-0.0485432796176261,-0.0231960727892356,-0.045254351659036,-50.360107421875,2,0,0,1,0,15,-0.0485432796176261
2023-01-11,2,2,2,2,2,2,2,2023-01-11,3969.610107421875,3970.070068359375,3928.5400390625,3932.35009765625,4303360000,-0.0223670462851833,-0.0502779274377032,-0.0001082940313937,-0.0339488990318648,-13.559814453125,2,0,0,1,0,15,-0.0502779274377032
2023-01-12,2,2,2,2,2,2,2,2023-01-12,3983.169921875,3997.760009765625,3937.56005859375,3977.570068359375,4440260000,-0.0214688238131389,-0.0370629277350876,0.0002335197383647,-0.0306088726836455,-15.920166015625,2,0,0,1,0,15,-0.0370629277350876
2023-01-13,2,2,2,2,2,2,2,2023-01-13,3999.090087890625,4003.949951171875,3947.669921875,3960.60009765625,3939700000,-0.0046493282467183,-0.0272410140659318,0.0072894440408384,-0.022693303776762,8.1201171875,2,0,0,1,0,15,-0.0272410140659318
2023-01-17,2,2,2,2,2,2,2,2023-01-17,3990.969970703125,4015.389892578125,3984.570068359375,3999.280029296875,4235560000,-0.0210052801113251,-0.041553801464187,0.010016748334388,-0.0374438008827457,62.10986328125,2,0,0,1,0,15,-0.041553801464187
2023-01-18,2,2,2,2,2,2,2,2023-01-18,3928.860107421875,4014.159912109375,3926.590087890625,4002.25,4298710000,-0.0462102819037422,-0.0458975686726681,-0.0131839674851189,-0.0504587210096145,30.010009765625,2,0,0,1,0,15,-0.0458975686726681
2023-01-19,2,2,2,2,2,2,2,2023-01-19,3898.85009765625,3922.93994140625,3885.5400390625,3911.840087890625,3991500000,-0.0672071324000472,-0.044750680471334,-0.0362834554778753,-0.0608167371469657,-73.760009765625,2,0,0,1,0,15,-0.044750680471334
2023-01-20,2,2,2,2,2,2,2,2023-01-20,3972.610107421875,3972.9599609375,3897.860107421875,3909.0400390625,4013360000,-0.0396157781061725,-0.0288109050427215,-0.0187257784311105,-0.0438665962172121,-47.199951171875,2,0,0,1,0,15,-0.0288109050427215
2023-01-23,2,2,2,2,2,2,2,2023-01-23,4019.81005859375,4039.31005859375,3971.639892578125,3978.139892578125,3945210000,-0.0222009831472017,-0.028395393931669,0.0083885691551999,-0.0324249155869271,2.860107421875,2,0,0,1,0,15,-0.028395393931669
2023-01-24,2,2,2,2,2,2,2,2023-01-24,4016.949951171875,4023.919921875,3989.7900390625,4001.739990234375,3320430000,-0.0353146130711155,-0.0288143590789717,0.0062474646469421,-0.0273234442485702,0.72998046875,2,0,0,1,0,15,-0.0288143590789717
2023-01-25,2,2,2,2,2,2,2,2023-01-25,4016.219970703125,4019.550048828125,3949.06005859375,3982.7099609375,3724020000,-0.0246826982832618,-0.0316761799256793,0.0249851723789225,-0.0283777623608624,-44.2099609375,2,0,0,1,0,15,-0.0316761799256793
2023-01-26,2,2,2,2,2,2,2,2023-01-26,4060.429931640625,4061.570068359375,4013.2900390625,4036.080078125,3809590000,-0.0051623345239188,-0.0073293340063538,0.0514917014039195,-0.0185180966822926,-10.130126953125,2,0,0,1,0,15,-0.0073293340063538
2023-01-27,2,2,2,2,2,2,2,2023-01-27,4070.56005859375,4094.2099609375,4048.699951171875,4053.719970703125,3907760000,-0.0048649546832842,-0.0020911598207152,0.0557088740699869,-0.0002627508515118,52.7900390625,2,0,0,1,0,15,-0.0020911598207152
2023-01-30,2,2,2,2,2,2,2,2023-01-30,4017.77001953125,4063.85009765625,4015.550048828125,4049.27001953125,3802000000,-0.0288884797543304,0.0051108815340767,0.0251269948095769,-0.0094230929551472,-58.830078125,2,0,0,1,0,15,0.0051108815340767
2023-01-31,2,2,2,2,2,2,2,2023-01-31,4076.60009765625,4077.159912109375,4020.43994140625,4020.85009765625,4679320000,-0.0143926295457073,0.0214354738180355,0.0474495094359981,-0.0142067778090414,-42.60986328125,2,0,0,1,0,15,0.0214354738180355
2023-02-01,2,2,2,2,2,2,2,2023-02-01,4119.2099609375,4148.9501953125,4037.199951171875,4070.070068359375,4856930000,-0.0068449551669151,0.0266404201950498,0.0401309832802005,-0.0120566640844258,-60.5498046875,2,0,0,1,0,15,0.0266404201950498
2023-02-02,2,2,2,2,2,2,2,2023-02-02,4179.759765625,4195.43994140625,4141.8798828125,4158.68017578125,5624360000,0.0218437407094851,0.0528255948300269,0.0671800012928114,0.0028526916874087,43.27978515625,2,0,0,1,0,15,0.0528255948300269
2023-02-03,2,2,2,2,2,2,2,2023-02-03,4136.47998046875,4182.35986328125,4123.35986328125,4136.68994140625,4694510000,0.0140692878415447,0.0387319675892505,0.0467940360187377,0.0041023361661274,25.39990234375,2,0,0,1,0,15,0.0387319675892505
2023-02-06,2,2,2,2,2,2,2,2023-02-06,4111.080078125,4124.6298828125,4093.3798828125,4119.56982421875,4114240000,0.0284539187893804,0.0354974444914668,0.0270330931980202,0.0049697679215303,-52.919921875,1,0,1,0,0,15,0.0354974444914668
2023-02-07,2,2,2,2,2,2,2,2023-02-07,4164.0,4176.5400390625,4088.389892578125,4105.35009765625,4355860000,0.0433344480915887,0.0538064107065767,0.0576661826192006,0.0253076735656554,46.14013671875,2,0,0,1,0,15,0.0538064107065767
2023-02-08,2,2,2,2,2,2,2,2023-02-08,4117.85986328125,4156.85009765625,4111.669921875,4153.47021484375,4029820000,0.0263039321698554,0.0342873051293231,0.0428341067062314,-0.0044460892641281,36.35986328125,2,0,0,1,0,15,0.0342873051293231
2023-02-09,0,0,0,0,0,0,0,2023-02-09,4081.5,4156.22998046875,4069.669921875,4144.25,4270200000,0.0280752737606697,0.0088638901073874,0.0278293347596936,-0.013682569762132,-8.9599609375,0,1,0,0,0,60,-0.013682569762132
2023-02-10,0,0,0,0,0,0,0,2023-02-10,4090.4599609375,4094.360107421875,4060.7900390625,4068.919921875,3891520000,0.027175652639849,0.010384307921059,0.028391974619633,-0.0069698413714459,-46.830078125,2,0,0,1,0,60,-0.0069698413714459
2023-02-13,0,0,0,0,0,0,0,2023-02-13,4137.2900390625,4138.89990234375,4092.669921875,4096.6201171875,3448620000,0.0420992004911653,0.0378589838470588,0.041805271037915,-8.461288190408922e-05,1.16015625,0,1,0,0,0,60,-8.461288190408922e-05
2023-02-14,0,0,0,0,0,0,0,2023-02-14,4136.1298828125,4159.77001953125,4095.010009765625,4126.7001953125,3929200000,0.0467531666721552,0.0361020820825388,0.0268929822019881,0.0013338834045943,-11.47021484375,0,1,0,0,0,60,0.0013338834045943
2023-02-15,0,0,0,0,0,0,0,2023-02-15,4147.60009765625,4148.10986328125,4103.97998046875,4119.5,4075980000,0.0417571918877137,0.0585148801774317,0.023888935764998,0.0057030947716085,57.190185546875,1,0,1,0,0,60,0.0057030947716085
2023-02-16,0,0,0,0,0,0,0,2023-02-16,4090.409912109375,4136.5400390625,4089.489990234375,4114.75,4143660000,0.0110662393885778,0.0592553375709905,-0.0045993478746753,-0.0110896446636629,11.31982421875,1,0,1,0,0,60,-0.0110896446636629
2023-02-17,0,0,0,0,0,0,0,2023-02-17,4079.090087890625,4081.510009765625,4047.949951171875,4077.389892578125,4045480000,0.0075758361552129,0.0579211562854959,-0.0110121397003147,-0.0074964877941565,81.75,1,0,1,0,0,60,-0.0074964877941565
2023-02-21,0,0,0,0,0,0,0,2023-02-21,3997.340087890625,4052.35009765625,3995.18994140625,4052.35009765625,4121590000,0.0027518695907906,0.0199143334762728,-0.0251816825114559,-0.0388167489143389,6.2900390625,1,0,1,0,0,60,-0.0388167489143389
2023-02-22,0,0,0,0,0,0,0,2023-02-22,3991.050048828125,4017.3701171875,3976.89990234375,4001.830078125,4079320000,-0.0002404705737589,0.0254681145160586,-0.0242837674812924,-0.0493085517061376,-21.27001953125,1,0,1,0,0,60,-0.0493085517061376
2023-02-23,0,0,0,0,0,0,0,2023-02-23,4012.320068359375,4028.300048828125,3969.18994140625,4018.60009765625,3952940000,0.0239898727924383,0.0131404947825721,-0.0225820947841468,-0.0428580081361184,42.280029296875,0,1,0,0,0,60,-0.0428580081361184
2023-02-24,0,0,0,0,0,0,0,2023-02-24,3970.0400390625,3978.25,3943.080078125,3973.239990234375,3877700000,0.0280842732406938,0.0136341731558129,-0.0338442701329232,-0.0530907449432865,-12.199951171875,0,1,0,0,0,60,-0.0530907449432865
2023-02-27,0,0,0,0,0,0,0,2023-02-27,3982.239990234375,4018.050048828125,3973.550048828125,3992.360107421875,3836950000,0.032802866399467,0.0077614521176221,-0.0308351917960896,-0.0394010210422716,12.090087890625,0,1,0,0,0,60,-0.0394010210422716
2023-02-28,0,0,0,0,0,0,0,2023-02-28,3970.14990234375,3997.5,3968.97998046875,3977.18994140625,5043400000,0.0129768051801075,-0.0081741884912168,-0.0297657718890826,-0.035256831622926,18.760009765625,0,1,0,0,0,60,-0.035256831622926
2023-03-01,0,0,0,0,0,0,0,2023-03-01,3951.389892578125,3971.72998046875,3939.050048828125,3963.340087890625,4249480000,0.0152777573034144,0.0036626954186356,-0.0469898635793919,-0.0481513901551209,-29.960205078125,0,1,0,0,0,60,-0.0481513901551209
2023-03-02,0,0,0,0,0,0,0,2023-03-02,3981.35009765625,3990.840087890625,3928.159912109375,3938.679931640625,4244900000,0.0053203481075847,0.0082634694775063,-0.0377727482087028,-0.0532880160858967,-64.289794921875,1,0,1,0,0,60,-0.0532880160858967
2023-03-03,0,0,0,0,0,0,0,2023-03-03,4045.639892578125,4048.2900390625,3995.169921875,3998.02001953125,4084730000,0.0329363953639061,0.0187988140305899,-0.0254569476974743,-0.0380167318692125,-2.780029296875,0,1,0,0,0,60,-0.0380167318692125
2023-03-06,0,0,0,0,0,0,0,2023-03-06,4048.419921875,4078.489990234375,4044.610107421875,4055.14990234375,4000870000,0.0245092081983087,0.0178225914213039,-0.0256205831494338,-0.0314391144601141,62.0498046875,0,1,0,0,0,60,-0.0314391144601141
2023-03-07,0,0,0,0,0,0,0,2023-03-07,3986.3701171875,4050.0,3980.31005859375,4048.260009765625,3922500000,-0.0041220423138768,0.0038023346642221,-0.0404739660786909,-0.0555908053641044,-5.639892578125,1,0,1,0,0,60,-0.0555908053641044
2023-03-08,0,0,0,0,0,0,0,2023-03-08,3992.010009765625,4000.409912109375,3969.760009765625,3987.550048828125,3535570000,0.0139803045164375,-0.0088882167498792,-0.0333624779937122,-0.0678035992864093,73.68994140625,0,1,0,0,0,60,-0.0678035992864093
2023-03-09,0,0,0,0,0,0,0,2023-03-09,3918.320068359375,4017.81005859375,3908.699951171875,3998.659912109375,4445260000,-0.0076986726253817,-0.0327118163956557,-0.0520621528757659,-0.0831744113431227,56.72998046875,0,1,0,0,0,60,-0.0831744113431227
2023-03-10,0,0,0,0,0,0,0,2023-03-10,3861.590087890625,3934.050048828125,3846.320068359375,3912.77001953125,5518190000,-0.0275497804358083,-0.0602826185347272,-0.0665814081012121,-0.0985702114078755,5.830078125,0,1,0,0,0,60,-0.0985702114078755
2023-03-13,0,0,0,0,0,0,0,2023-03-13,3855.760009765625,3905.050048828125,3808.860107421875,3835.1201171875,6558020000,-0.0306144815084591,-0.065159199791263,-0.0530180491007109,-0.0964869544562448,-63.530029296875,0,1,0,0,0,60,-0.0964869544562448
2023-03-14,0,0,0,0,0,0,0,2023-03-14,3919.2900390625,3937.2900390625,3873.6298828125,3894.010009765625,5665870000,-0.01308900684494,-0.0442154938974371,-0.0337032269559363,-0.0872487724257385,27.360107421875,0,1,0,0,0,60,-0.0872487724257385
2023-03-15,0,0,0,0,0,0,0,2023-03-15,3891.929931640625,3894.260009765625,3838.239990234375,3876.739990234375,6594010000,-0.0337354852826812,-0.0485162642241979,-0.0588632546863652,-0.0946599667312769,-68.35009765625,0,1,0,0,0,60,-0.0946599667312769
2023-03-16,0,0,0,0,0,0,0,2023-03-16,3960.280029296875,3964.4599609375,3864.110107421875,3878.929931640625,5695790000,-0.0223534552380033,-0.0352592653740341,-0.0501741109567231,-0.0872680894009079,43.64013671875,0,1,0,0,0,60,-0.0872680894009079
2023-03-17,0,0,0,0,0,0,0,2023-03-17,3916.639892578125,3958.909912109375,3901.27001953125,3958.68994140625,9354280000,-0.046886256638799,-0.0468398210578463,-0.0602778439695972,-0.1035405955386236,-34.93017578125,1,0,1,0,0,60,-0.1035405955386236
2023-03-20,0,0,0,0,0,0,0,2023-03-20,3951.570068359375,3956.6201171875,3916.889892578125,3917.469970703125,5347140000,-0.0419297582241071,-0.0382993850703538,-0.0407832853299197,-0.0962861348617943,-51.300048828125,1,0,1,0,0,60,-0.0962861348617943
2023-03-21,0,0,0,0,0,0,0,2023-03-21,4002.8701171875,4009.080078125,3971.18994140625,3975.889892578125,4920240000,-0.0238330922648636,-0.0217695316529625,-0.0214825845657886,-0.0955682404910791,65.900146484375,2,0,0,1,0,60,-0.0955682404910791
2023-03-22,0,0,0,0,0,0,0,2023-03-22,3936.969970703125,4039.489990234375,3936.169921875,4002.0400390625,4533010000,-0.0375050524656629,-0.0504677111436326,-0.0305942551490232,-0.1071800076183389,-11.75,2,0,0,1,0,60,-0.1071800076183389
2023-03-23,0,0,0,0,0,0,0,2023-03-23,3948.719970703125,4007.659912109375,3919.050048828125,3959.2099609375,4991600000,-0.0380753438678657,-0.0456589166223245,-0.0453381757139619,-0.1002549710850306,-22.27001953125,0,1,0,0,0,60,-0.1002549710850306
2023-03-24,0,0,0,0,0,0,0,2023-03-24,3970.989990234375,3972.739990234375,3909.159912109375,3939.2099609375,4583970000,-0.033613088391991,-0.0434391570922415,-0.0403879351541676,-0.0904095243751407,-6.5400390625,0,1,0,0,0,60,-0.0904095243751407
2023-03-27,0,0,0,0,0,0,0,2023-03-27,3977.530029296875,4003.830078125,3970.489990234375,3982.929931640625,4233540000,-0.0319814633417107,-0.0426824624810822,-0.0343855425400009,-0.0922798369665808,6.260009765625,0,1,0,0,0,60,-0.0922798369665808
2023-03-28,0,0,0,0,0,0,0,2023-03-28,3971.27001953125,3979.199951171875,3951.530029296875,3974.1298828125,4014600000,-0.0294920351130062,-0.0441085851406429,-0.040208938353792,-0.0867137617934327,-56.5400390625,0,1,0,0,0,60,-0.0867137617934327
2023-03-29,0,0,0,0,0,0,0,2023-03-29,4027.81005859375,4030.590087890625,3999.530029296875,3999.530029296875,4145250000,-0.0285585786847701,-0.0246937445981879,-0.0248897394766363,-0.0695362195351535,-23.02001953125,1,0,1,0,0,60,-0.0695362195351535
2023-03-30,0,0,0,0,0,0,0,2023-03-30,4050.830078125,4057.85009765625,4032.10009765625,4046.739990234375,3930860000,-0.0209805724338782,-0.0200047274515504,-0.0177615367821137,-0.0748171291484405,-58.47998046875,2,0,0,1,0,60,-0.0748171291484405
2023-03-31,0,0,0,0,0,0,0,2023-03-31,4109.31005859375,4110.75,4056.179931640625,4056.179931640625,4525120000,-0.0101196167493324,-0.0067028552314988,-0.0065202858518627,-0.0611282547408138,-15.19970703125,2,0,0,1,0,60,-0.0611282547408138
2023-04-03,0,0,0,0,0,0,0,2023-04-03,4124.509765625,4127.66015625,4098.7900390625,4102.2001953125,4234700000,-0.007307172235519,0.0129873992318705,0.0035547978365406,-0.0618523576815358,23.90966796875,1,0,1,0,0,60,-0.0618523576815358
2023-04-04,0,0,0,0,0,0,0,2023-04-04,4100.60009765625,4133.1298828125,4086.8701171875,4128.02978515625,4227800000,-0.0129786164518431,0.0109985743380243,-0.0139872898962459,-0.0785954894563293,10.22021484375,1,0,1,0,0,60,-0.0785954894563293
2023-04-05,0,0,0,0,0,0,0,2023-04-05,4090.3798828125,4099.68994140625,4072.56005859375,4094.5,3968020000,-0.0095428958560194,-0.0108745846861278,-0.0256476046936786,-0.081966692120414,-14.64013671875,0,1,0,0,0,60,-0.081966692120414
2023-04-06,0,0,0,0,0,0,0,2023-04-06,4105.02001953125,4107.31982421875,4069.840087890625,4081.14990234375,3486690000,-0.0068948498774252,-0.015459952137785,-0.0207443645586723,-0.0768638753533375,-4.08984375,0,1,0,0,0,60,-0.0768638753533375
2023-04-10,0,0,0,0,0,0,0,2023-04-10,4109.10986328125,4109.5,4072.550048828125,4085.199951171875,3423650000,-0.0067512461850814,-0.0140983889262609,-0.0199206755343791,-0.0685648465025098,0.169921875,0,1,0,0,0,60,-0.0685648465025098
2023-04-11,0,0,0,0,0,0,0,2023-04-11,4108.93994140625,4124.259765625,4102.60986328125,4110.2900390625,3665830000,0.0091634209561253,-0.0025828207042871,-0.0088383618283215,-0.0659271510314628,16.989990234375,0,1,0,0,0,60,-0.0659271510314628
2023-04-12,0,0,0,0,0,0,0,2023-04-12,4091.949951171875,4134.3701171875,4086.93994140625,4121.72021484375,3633120000,0.0088658899612872,0.0002933328049563,-0.0056595197064266,-0.07202124703941,-54.270263671875,0,1,0,0,0,60,-0.07202124703941
2023-04-13,0,0,0,0,0,0,0,2023-04-13,4146.22021484375,4150.259765625,4099.39990234375,4100.0400390625,3596590000,0.0026285845045286,0.020929731645614,-0.0012187977140426,-0.0660109041264885,8.580078125,1,0,1,0,0,60,-0.0660109041264885
2023-04-14,0,0,0,0,0,0,0,2023-04-14,4137.64013671875,4163.18994140625,4113.2001953125,4140.10986328125,3575690000,-0.0076364064341712,0.0003360862420671,-0.0161243280610795,-0.0748005455626955,-13.6796875,1,0,1,0,0,60,-0.0748005455626955
2023-04-17,0,0,0,0,0,0,0,2023-04-17,4151.31982421875,4151.72021484375,4123.18017578125,4137.169921875,3611180000,-0.0039709233981404,0.0031897834421059,-0.0128878700043713,-0.0795381441709588,-3.55029296875,1,0,1,0,0,60,-0.0795381441709588
2023-04-18,0,0,0,0,0,0,0,2023-04-18,4154.8701171875,4169.47998046875,4140.35986328125,4164.259765625,3536640000,0.0085664165748082,0.0086668421040154,-0.0059715252703996,-0.0778062446489146,0.35009765625,1,0,1,0,0,60,-0.0778062446489146
2023-04-19,0,0,0,0,0,0,0,2023-04-19,4154.52001953125,4162.56982421875,4134.490234375,4139.330078125,3572560000,0.0155888332289311,0.0040795918095202,-0.0157544858096609,-0.0814254069613159,24.72998046875,0,1,0,0,0,60,-0.0814254069613159
2023-04-20,0,0,0,0,0,0,0,2023-04-20,4129.7900390625,4148.56982421875,4114.56982421875,4130.47998046875,3772080000,0.0168841059716111,-0.0002009572658463,-0.0356298203914259,-0.0933461712739501,-3.72998046875,0,1,0,0,0,60,-0.0933461712739501
2023-04-21,0,0,0,0,0,0,0,2023-04-21,4133.52001953125,4138.02001953125,4113.85986328125,4132.14013671875,3611750000,-0.0006600134103958,0.0022889811127386,-0.0328209898589261,-0.0946619974450824,-3.52001953125,1,0,1,0,0,60,-0.0946619974450824
2023-04-24,0,0,0,0,0,0,0,2023-04-24,4137.0400390625,4142.41015625,4117.77001953125,4132.06982421875,3290940000,-0.0002610069534989,0.0001838013736348,-0.0342705872630958,-0.0877268957752933,65.41015625,1,0,1,0,0,60,-0.0877268957752933
2023-04-25,0,0,0,0,0,0,0,2023-04-25,4071.6298828125,4126.43017578125,4071.3798828125,4126.43017578125,3978640000,-0.0115411696929609,-0.0093116670577367,-0.0459025700693178,-0.1024416108457483,15.639892578125,1,0,1,0,0,60,-0.1024416108457483
2023-04-26,0,0,0,0,0,0,0,2023-04-26,4055.989990234375,4089.669921875,4049.35009765625,4087.780029296875,3837030000,-0.0197335060049773,-0.0247140449734365,-0.0554131473513268,-0.1094817881360902,-79.360107421875,0,1,0,0,0,60,-0.1094817881360902
2023-04-27,0,0,0,0,0,0,0,2023-04-27,4135.35009765625,4138.240234375,4075.2900390625,4075.2900390625,3750550000,0.0011451017848551,-0.0149354366785358,-0.038035611958794,-0.0946061633767572,-34.1298828125,0,1,0,0,0,60,-0.0946061633767572
2023-04-28,0,0,0,0,0,0,0,2023-04-28,4169.47998046875,4170.06005859375,4127.18017578125,4129.6298828125,4087800000,0.0110084919506197,-0.0053673920450078,-0.0390534506082457,-0.0869918474913779,1.60986328125,0,1,0,0,0,60,-0.0869918474913779
2023-05-01,0,0,0,0,0,0,0,2023-05-01,4167.8701171875,4186.919921875,4164.1201171875,4166.7900390625,3321370000,0.007637377951225,-0.0059055452823302,-0.0460378115929265,-0.0814429435155826,48.2900390625,0,1,0,0,0,60,-0.0814429435155826
2023-05-02,0,0,0,0,0,0,0,2023-05-02,4119.580078125,4164.10009765625,4089.719970703125,4164.10009765625,4486130000,0.0023553312760073,-0.0062717399037095,-0.0578626797083751,-0.10096610259977,28.830078125,0,1,0,0,0,60,-0.10096610259977
2023-05-03,0,0,0,0,0,0,0,2023-05-03,4090.75,4148.2998046875,4088.860107421875,4122.25,4246510000,-0.0163558021270233,-0.0059511068565161,-0.0757121485593748,-0.1085670751495766,29.530029296875,1,0,1,0,0,60,-0.1085670751495766
2023-05-04,0,0,0,0,0,0,0,2023-05-04,4061.219970703125,4082.610107421875,4048.280029296875,4082.550048828125,4920090000,-0.0325936661903325,-0.0216944699259135,-0.0790027837941985,-0.1126371911748279,-75.030029296875,1,0,1,0,0,60,-0.1126371911748279
2023-05-05,0,0,0,0,0,0,0,2023-05-05,4136.25,4147.02001953125,4084.72998046875,4084.72998046875,4186270000,-0.013294429059396,-0.0164548840430049,-0.0575248679417335,-0.0835602784812509,-1.8701171875,0,1,0,0,0,60,-0.0835602784812509
2023-05-08,0,0,0,0,0,0,0,2023-05-08,4138.1201171875,4142.2998046875,4123.81005859375,4136.97998046875,3641640000,-0.0130013302267534,-0.0160265322791787,-0.0521268865341011,-0.0808038420494169,18.9501953125,0,1,0,0,0,60,-0.0808038420494169
2023-05-09,0,0,0,0,0,0,0,2023-05-09,4119.169921875,4130.35009765625,4116.64990234375,4124.25,3810140000,-0.0063706781083203,-0.0145125890565415,-0.0599559109531852,-0.0801378911035377,-18.47021484375,0,1,0,0,0,60,-0.0801378911035377
2023-05-10,0,0,0,0,0,0,0,2023-05-10,4137.64013671875,4154.27978515625,4098.919921875,4143.740234375,4057160000,0.0054431578882421,-0.0197534914373042,-0.0484530699419901,-0.0842768321866829,7.02001953125,0,1,0,0,0,60,-0.0842768321866829
2023-05-11,0,0,0,0,0,0,0,2023-05-11,4130.6201171875,4132.7998046875,4109.2900390625,4132.240234375,3752900000,-0.0049766985214109,-0.0354359842440857,-0.0457860837548304,-0.0819579086961853,6.5400390625,0,1,0,0,0,60,-0.0819579086961853
2023-05-12,0,0,0,0,0,0,0,2023-05-12,4124.080078125,4143.740234375,4099.1201171875,4138.5400390625,3533740000,-0.0193487292462046,-0.0350297884475252,-0.058087312300323,-0.0769140982330897,-12.19970703125,0,1,0,0,0,60,-0.0769140982330897
2023-05-15,0,0,0,0,0,0,0,2023-05-15,4136.27978515625,4141.25,4110.27001953125,4126.64990234375,3562170000,-0.0164641314399729,-0.0344480570365283,-0.0549663653029643,-0.0744155152814132,26.3798828125,0,1,0,0,0,60,-0.0744155152814132
2023-05-16,0,0,0,0,0,0,0,2023-05-16,4109.89990234375,4135.5400390625,4109.85986328125,4127.9501953125,3654200000,-0.0167303872344541,-0.0369348278311798,-0.0651754698986851,-0.0793337704189305,-48.8701171875,0,1,0,0,0,60,-0.0793337704189305
2023-05-17,0,0,0,0,0,0,0,2023-05-17,4158.77001953125,4164.669921875,4113.6201171875,4122.85009765625,4039080000,-0.0147476201752089,-0.0314770270397815,-0.0655247127121565,-0.0737128773009784,-39.27978515625,0,1,0,0,0,60,-0.0737128773009784
2023-05-18,2,2,2,2,2,2,2,2023-05-18,4198.0498046875,4202.2001953125,4153.5,4157.68017578125,3980500000,-0.0196901038893336,-0.0234504175060042,-0.0578015589616625,-0.0540373211371393,6.06982421875,0,1,0,0,0,15,-0.0234504175060042
2023-05-19,0,0,0,0,0,0,0,2023-05-19,4191.97998046875,4212.91015625,4180.2001953125,4204.14990234375,4041900000,-0.0191422736835467,-0.03386784054114,-0.0573083358048517,-0.0482139380767417,-0.64990234375,0,1,0,0,0,60,-0.0482139380767417
2023-05-22,0,0,0,0,0,0,0,2023-05-22,4192.6298828125,4209.22021484375,4179.68017578125,4190.77978515625,3728520000,-0.0212939791926094,-0.0403706771727181,-0.0496328916995095,-0.0406671271997521,47.0498046875,0,1,0,0,0,60,-0.0406671271997521
2023-05-23,0,0,0,0,0,0,0,2023-05-23,4145.580078125,4185.68017578125,4142.5400390625,4176.7998046875,4155320000,-0.0285739588445197,-0.051916546883417,-0.0575978599297373,-0.0512917069590619,30.33984375,0,1,0,0,0,60,-0.0512917069590619
2023-05-24,0,0,0,0,0,0,0,2023-05-24,4115.240234375,4132.9599609375,4103.97998046875,4132.9599609375,0,-0.0416145428759187,-0.0701786825417138,-0.0667394405117556,-0.0646692404132895,-36.03955078125,0,1,0,0,0,60,-0.0646692404132895
2023-05-25,0,0,0,0,0,0,0,2023-05-25,4151.27978515625,4165.740234375,4129.72998046875,4155.7099609375,4147760000,-0.0343300509480564,-0.0585791576420354,-0.0648711712476698,-0.0538501054230375,-54.17041015625,0,1,0,0,0,60,-0.0538501054230375
2023-05-26,0,0,0,0,0,0,0,2023-05-26,4205.4501953125,4212.8701171875,4156.16015625,4156.16015625,3715460000,-0.0307633391322588,-0.0417570920056545,-0.0596378375592751,-0.0519745407458578,-0.06982421875,0,1,0,0,0,60,-0.0519745407458578
2023-05-30,0,0,0,0,0,0,0,2023-05-30,4205.52001953125,4231.10009765625,4192.18017578125,4226.7099609375,4228510000,-0.0374203205907374,-0.0366883411384472,-0.0675204691962225,-0.0390260371810539,25.68994140625,1,0,1,0,0,60,-0.0390260371810539
2023-05-31,0,0,0,0,0,0,0,2023-05-31,4179.830078125,4195.43994140625,4166.14990234375,4190.740234375,5980670000,-0.0440836603736165,-0.0461125341551937,-0.0722662591713539,-0.0512698032360792,-41.18994140625,0,1,0,0,0,60,-0.0512698032360792
2023-06-01,0,0,0,0,0,0,0,2023-06-01,4221.02001953125,4232.43017578125,4171.64013671875,4183.02978515625,4391860000,-0.0462781825483333,-0.0292779196395887,-0.0667220934257213,-0.0478852226117111,-61.35009765625,1,0,1,0,0,60,-0.0478852226117111
2023-06-02,0,0,0,0,0,0,0,2023-06-02,4282.3701171875,4290.669921875,4241.009765625,4241.009765625,4454200000,-0.0288506938446478,-0.0107303396577917,-0.0598487511361566,-0.0478607113599111,8.580078125,1,0,1,0,0,60,-0.0478607113599111
