date,ensemble_pred,ensemble_vote_pred,ensemble_confidence,prob_class_0,prob_class_1,prob_class_2,prob_class_3
2001-01-10,3,3,0.9867125,0.0048708916,0.0029380715,0.005478546,0.9867125
2001-01-11,3,3,0.9899683,0.0032765644,0.0022050708,0.004550073,0.9899683
2001-01-12,3,3,0.98340386,0.006193372,0.0037693344,0.0066334694,0.98340386
2001-01-16,3,3,0.98712724,0.004750484,0.003072148,0.005050217,0.98712724
2001-01-17,3,3,0.99236244,0.0027473003,0.0018372904,0.0030530163,0.99236244
2001-01-18,3,3,0.992774,0.0024824424,0.0019429531,0.002800536,0.992774
2001-01-19,3,3,0.99304754,0.0023551034,0.001846905,0.002750432,0.99304754
2001-01-22,3,3,0.9951739,0.001735411,0.0013005399,0.0017901682,0.9951739
2001-01-23,3,3,0.9938987,0.0019332384,0.0015199763,0.0026480763,0.9938987
2001-01-24,3,3,0.9944382,0.0017639482,0.0014103735,0.0023874955,0.9944382
2001-01-25,0,0,0.30184954,0.30184954,0.2838092,0.15212381,0.26221743
2001-01-26,0,0,0.28648165,0.28648165,0.2812163,0.16112547,0.27117658
2001-01-29,2,2,0.9403289,0.011658903,0.011841985,0.9403289,0.036170255
2001-01-30,2,2,0.92023665,0.021953696,0.020033376,0.92023665,0.037776303
2001-01-31,2,2,0.94916195,0.008424702,0.008730938,0.94916195,0.033682447
2001-02-01,2,2,0.9405108,0.013866499,0.014112998,0.9405108,0.031509653
2001-02-02,2,2,0.9494021,0.010100682,0.010288908,0.9494021,0.030208275
2001-02-05,1,1,0.32717305,0.3190979,0.32717305,0.14241421,0.2113148
2001-02-06,2,2,0.93183136,0.013325743,0.012406425,0.93183136,0.04243638
2001-02-07,2,2,0.93118507,0.018653255,0.01713566,0.93118507,0.033026006
2001-02-08,2,2,0.9023712,0.024316275,0.02363295,0.9023712,0.049679607
2001-02-09,0,0,0.33409548,0.33409548,0.30921844,0.16907996,0.18760611
2001-02-12,1,1,0.35225776,0.2976708,0.35225776,0.15751614,0.1925553
2001-02-13,1,0,0.3258239,0.30929953,0.3258239,0.18853682,0.17633975
2001-02-14,0,0,0.33647332,0.33647332,0.31087452,0.17462766,0.17802449
2001-02-15,1,1,0.32322636,0.2871703,0.32322636,0.1871116,0.20249175
2001-02-16,1,1,0.34262088,0.33570382,0.34262088,0.14997248,0.17170286
2001-02-20,0,0,0.33628842,0.33628842,0.32375404,0.19467576,0.14528178
2001-02-21,0,0,0.3702122,0.3702122,0.29659393,0.19473557,0.13845836
2001-02-22,0,0,0.389673,0.389673,0.3319902,0.15208293,0.12625383
2001-02-23,0,0,0.45684066,0.45684066,0.27871957,0.15417762,0.11026212
2001-02-26,1,1,0.35698518,0.35465264,0.35698518,0.13106665,0.15729554
2001-02-27,0,0,0.4046055,0.4046055,0.32952842,0.12330437,0.14256167
2001-02-28,0,1,0.38860235,0.38860235,0.38772404,0.099986844,0.12368675
2001-03-01,0,0,0.43091252,0.43091252,0.36830512,0.090892486,0.109889805
2001-03-02,0,0,0.4009948,0.4009948,0.3470106,0.104192615,0.14780201
2001-03-05,0,0,0.42848396,0.42848396,0.32919556,0.11288432,0.1294361
2001-03-06,1,1,0.38192487,0.37017056,0.38192487,0.09214153,0.15576303
2001-03-07,0,0,0.4398112,0.4398112,0.3139744,0.083049744,0.16316469
2001-03-08,0,0,0.4421159,0.4421159,0.2934094,0.10067531,0.16379942
2001-03-09,0,0,0.4741741,0.4741741,0.31502882,0.09030288,0.12049424
2001-03-12,0,0,0.45955124,0.45955124,0.30044183,0.13324875,0.1067582
2001-03-13,0,0,0.46083143,0.46083143,0.32471764,0.11210549,0.10234544
2001-03-14,0,0,0.4404935,0.4404935,0.295899,0.15182085,0.11178661
2001-03-15,0,0,0.40585336,0.40585336,0.3118041,0.14910121,0.13324131
2001-03-16,0,0,0.4738991,0.4738991,0.2880713,0.13141902,0.10661054
2001-03-19,0,0,0.41670012,0.41670012,0.3961806,0.08526745,0.1018518
2001-03-20,0,0,0.4871066,0.4871066,0.2661014,0.14583157,0.10096046
2001-03-21,0,0,0.55679214,0.55679214,0.2761619,0.10628719,0.06075879
2001-03-22,0,0,0.501019,0.501019,0.28591427,0.12950604,0.08356067
2001-03-23,1,1,0.4091331,0.35637477,0.4091331,0.09233028,0.14216183
2001-03-26,0,0,0.37537062,0.37537062,0.36932123,0.09056026,0.16474792
2001-03-27,0,0,0.93860054,0.93860054,0.049305994,0.0045406576,0.007552792
2001-03-28,0,0,0.92971134,0.92971134,0.056466166,0.0049728695,0.008849659
2001-03-29,0,0,0.938001,0.938001,0.051352296,0.0034894447,0.007157262
2001-03-30,0,0,0.4011288,0.4011288,0.35062766,0.08116209,0.16708148
2001-04-02,0,0,0.39307788,0.39307788,0.35273173,0.09525066,0.15893973
2001-04-03,0,0,0.3730701,0.3730701,0.32257915,0.12745576,0.17689502
2001-04-04,0,0,0.41779217,0.41779217,0.34329104,0.093034305,0.14588253
2001-04-05,0,0,0.39231083,0.39231083,0.33325353,0.088208884,0.1862268
2001-04-06,0,0,0.3835216,0.3835216,0.3283127,0.10493686,0.18322884
2001-04-09,0,0,0.35021117,0.35021117,0.31809568,0.12581316,0.20587994
2001-04-10,0,0,0.36347952,0.36347952,0.30911645,0.09126961,0.2361344
2001-04-11,3,3,0.98412347,0.0067297355,0.004678133,0.004468721,0.98412347
2001-04-12,3,3,0.98949176,0.0039817216,0.0041263304,0.002400216,0.98949176
2001-04-16,3,3,0.99350387,0.002444194,0.0017104497,0.0023414672,0.99350387
2001-04-17,3,3,0.9927511,0.0026112937,0.00244273,0.002194878,0.9927511
2001-04-18,3,3,0.995316,0.0015457171,0.0012052032,0.0019330332,0.995316
2001-04-19,3,3,0.992048,0.0022302081,0.0032040554,0.002517689,0.992048
2001-04-20,3,3,0.99279404,0.0021639902,0.0022185296,0.0028234196,0.99279404
2001-04-23,3,3,0.9920735,0.0025291813,0.002542444,0.0028549016,0.9920735
2001-04-24,3,3,0.99247146,0.00251719,0.0020409804,0.002970401,0.99247146
2001-04-25,3,3,0.99003863,0.0029803058,0.002973441,0.004007652,0.99003863
2001-04-26,3,3,0.99227005,0.002345376,0.002105548,0.0032790024,0.99227005
2001-04-27,3,3,0.99029374,0.0028810622,0.0025833687,0.0042418344,0.99029374
2001-04-30,3,3,0.9910547,0.0029347076,0.0025469998,0.0034636538,0.9910547
2001-05-01,3,3,0.9920175,0.0026097859,0.0025388778,0.0028337995,0.9920175
2001-05-02,3,3,0.31200942,0.26893416,0.29775655,0.121299855,0.31200942
2001-05-03,1,0,0.3349054,0.3010426,0.3349054,0.0902141,0.27383792
2001-05-04,1,0,0.30462193,0.30377865,0.30462193,0.10361316,0.28798625
2001-05-07,3,3,0.28961384,0.27919886,0.27823663,0.1529507,0.28961384
2001-05-08,0,0,0.30445266,0.30445266,0.27028963,0.15046005,0.27479768
2001-05-09,0,0,0.32711038,0.32711038,0.29695866,0.12690789,0.2490231
2001-05-10,0,0,0.30337626,0.30337626,0.28073946,0.15133156,0.26455274
2001-05-11,2,2,0.93050915,0.013955531,0.013121836,0.93050915,0.042413417
2001-05-14,2,2,0.9336607,0.01579939,0.015093523,0.9336607,0.03544647
2001-05-15,2,2,0.9208401,0.013596962,0.012579604,0.9208401,0.052983332
2001-05-16,0,0,0.3074168,0.3074168,0.29794213,0.12144636,0.27319476
2001-05-17,0,0,0.31549343,0.31549343,0.29596376,0.1195573,0.2689855
2001-05-18,3,3,0.30201918,0.29368892,0.27756047,0.12673141,0.30201918
2001-05-21,0,0,0.32787699,0.32787699,0.3112427,0.10928637,0.25159392
2001-05-22,1,0,0.30421886,0.3010835,0.30421886,0.13038568,0.26431194
2001-05-23,0,0,0.31388104,0.31388104,0.2831343,0.1190266,0.283958
2001-05-24,0,0,0.34285316,0.34285316,0.32395282,0.123107165,0.21008688
2001-05-25,0,0,0.33170125,0.33170125,0.30560774,0.12807572,0.23461531
2001-05-29,3,3,0.9849054,0.0060918094,0.0037156048,0.005287197,0.9849054
2001-05-30,3,3,0.98239475,0.009589511,0.0041006026,0.003915124,0.98239475
2001-05-31,3,3,0.9536082,0.02156856,0.012711422,0.0121117765,0.9536082
2001-06-01,1,1,0.3380034,0.29094073,0.3380034,0.14966208,0.22139381
2001-06-04,0,3,0.29055518,0.29055518,0.27118585,0.18992732,0.24833162
2001-06-05,3,3,0.9677262,0.012298949,0.009442458,0.010532432,0.9677262
2001-06-06,3,3,0.9754801,0.009577145,0.006445842,0.00849687,0.9754801
2001-06-07,3,3,0.9826531,0.006610975,0.004342249,0.0063937046,0.9826531
2001-06-08,0,0,0.35747805,0.35747805,0.28145587,0.16738558,0.19368048
2001-06-11,3,3,0.9858005,0.005951567,0.0033308482,0.0049171154,0.9858005
2001-06-12,3,3,0.98663443,0.0057133473,0.0028839568,0.0047682184,0.98663443
2001-06-13,3,3,0.9775963,0.010572513,0.0057389177,0.006092306,0.9775963
2001-06-14,3,3,0.9771626,0.0133650405,0.0042899763,0.005182355,0.9771626
2001-06-15,3,3,0.9649255,0.019848634,0.008117364,0.007108383,0.9649255
2001-06-18,3,3,0.9620302,0.021733567,0.009574716,0.0066615436,0.9620302
2001-06-19,3,3,0.9783003,0.011778008,0.0047342195,0.0051875096,0.9783003
2001-06-20,3,3,0.9692753,0.016059032,0.009048467,0.0056172125,0.9692753
2001-06-21,3,3,0.97616786,0.01110629,0.0057216953,0.007004114,0.97616786
2001-06-22,3,3,0.981282,0.008450103,0.0042429254,0.0060249455,0.981282
2001-06-25,3,3,0.9852796,0.00672782,0.0030916184,0.0049009067,0.9852796
2001-06-26,3,3,0.9844766,0.0073073995,0.004117007,0.004098963,0.9844766
2001-06-27,3,3,0.98478144,0.0076839607,0.0029803168,0.0045543453,0.98478144
2001-06-28,3,3,0.9864711,0.0059729964,0.0029638421,0.0045920704,0.9864711
2001-06-29,3,0,0.3373191,0.33622208,0.2288053,0.09765356,0.3373191
2001-07-02,3,3,0.97701865,0.009328503,0.005676329,0.007976449,0.97701865
2001-07-03,3,3,0.98639935,0.0051566972,0.002877716,0.005566273,0.98639935
2001-07-05,3,3,0.98612434,0.00534408,0.003273422,0.005258151,0.98612434
2001-07-06,3,3,0.99314684,0.0029572237,0.001457306,0.0024386423,0.99314684
2001-07-09,3,3,0.98643684,0.0057561174,0.002595579,0.0052114264,0.98643684
2001-07-10,3,3,0.99107265,0.0047919685,0.0018729161,0.0022625027,0.99107265
2001-07-11,3,3,0.98870236,0.0062026386,0.0021907277,0.0029042354,0.98870236
2001-07-12,3,3,0.9683595,0.015017834,0.007887565,0.008735083,0.9683595
2001-07-13,3,3,0.9612329,0.016622288,0.011452202,0.01069259,0.9612329
2001-07-16,3,3,0.98024076,0.0090742735,0.0048134136,0.0058715274,0.98024076
2001-07-17,3,3,0.9857864,0.006065175,0.0039161216,0.004232348,0.9857864
2001-07-18,3,3,0.9848314,0.006783696,0.0032777973,0.0051071187,0.9848314
2001-07-19,3,3,0.9920333,0.0033536528,0.0017597008,0.002853374,0.9920333
2001-07-20,3,3,0.99171734,0.0031595442,0.0016147167,0.0035083985,0.99171734
2001-07-23,3,3,0.98742914,0.0054190024,0.00317479,0.003977085,0.98742914
2001-07-24,0,0,0.4021618,0.4021618,0.2944146,0.111961395,0.19146223
2001-07-25,0,0,0.3435016,0.3435016,0.29387423,0.120462656,0.24216151
2001-07-26,0,0,0.3582405,0.3582405,0.29380813,0.13674338,0.21120806
2001-07-27,2,2,0.89934444,0.021152437,0.019099597,0.89934444,0.060403496
2001-07-30,0,0,0.36626032,0.36626032,0.2954017,0.14335439,0.19498359
2001-07-31,0,0,0.34790596,0.34790596,0.3064765,0.11449192,0.2311256
2001-08-01,2,2,0.9074593,0.017720785,0.015638513,0.9074593,0.059181336
2001-08-02,2,2,0.90740204,0.022757873,0.020005906,0.90740204,0.04983422
2001-08-03,2,2,0.8864925,0.025685856,0.022376888,0.8864925,0.06544479
2001-08-06,0,0,0.3168508,0.3168508,0.30014804,0.14784156,0.23515964
2001-08-07,2,2,0.83774763,0.04929607,0.03996093,0.83774763,0.07299534
2001-08-08,2,2,0.87356097,0.036494974,0.027656563,0.87356097,0.062287506
2001-08-09,2,2,0.8203521,0.050936848,0.046411764,0.8203521,0.08229936
2001-08-10,2,2,0.8762911,0.03130914,0.030246368,0.8762911,0.062153418
2001-08-13,0,0,0.32333186,0.32333186,0.31348205,0.16688342,0.19630273
2001-08-14,2,2,0.8652954,0.030750617,0.027163992,0.8652954,0.07678998
2001-08-15,2,2,0.81036574,0.043728266,0.03672878,0.81036574,0.109177165
2001-08-16,0,0,0.3721846,0.3721846,0.3526456,0.12049648,0.15467332
2001-08-17,0,0,0.38648942,0.38648942,0.28762028,0.12876754,0.19712277
2001-08-20,1,1,0.3688058,0.36485875,0.3688058,0.111306675,0.15502876
2001-08-21,0,0,0.37910947,0.37910947,0.33740607,0.12197756,0.16150688
2001-08-22,0,0,0.3831435,0.3831435,0.31754985,0.11802941,0.18127723
2001-08-23,0,0,0.4071922,0.4071922,0.25070986,0.11185825,0.23023969
2001-08-24,0,0,0.34372985,0.34372985,0.2988954,0.122736536,0.23463823
2001-08-27,0,0,0.33328393,0.33328393,0.31193686,0.1398557,0.21492349
2001-08-28,1,1,0.34799728,0.3305559,0.34799728,0.10882468,0.21262221
2001-08-29,0,0,0.39443064,0.39443064,0.30707946,0.10640628,0.19208361
2001-08-30,1,1,0.36579847,0.3649807,0.36579847,0.11256272,0.15665807
2001-08-31,0,0,0.36046442,0.36046442,0.31746456,0.13371642,0.18835466
2001-09-04,0,0,0.37376443,0.37376443,0.2924876,0.12613,0.20761794
2001-09-05,0,0,0.43667936,0.43667936,0.31823078,0.08585083,0.15923904
2001-09-06,0,0,0.43437457,0.43437457,0.31900147,0.110390425,0.1362336
2001-09-07,0,0,0.4138004,0.4138004,0.2847083,0.11770883,0.18378246
2001-09-10,0,0,0.41676173,0.41676173,0.33039838,0.1320885,0.12075142
2001-09-17,0,0,0.51102185,0.51102185,0.25868264,0.1421563,0.0881392
2001-09-18,0,0,0.52078253,0.52078253,0.24015953,0.14903398,0.090023935
2001-09-19,0,0,0.4053148,0.4053148,0.30762345,0.1784898,0.10857197
2001-09-20,0,0,0.5778582,0.5778582,0.20026934,0.15126435,0.07060809
2001-09-21,0,0,0.6085638,0.6085638,0.1653421,0.16460775,0.061486352
2001-09-24,0,0,0.5187221,0.5187221,0.2923949,0.11034206,0.07854094
2001-09-25,0,0,0.39946485,0.39946485,0.3440156,0.12092493,0.13559456
2001-09-26,1,1,0.4101753,0.3601397,0.4101753,0.093496375,0.13618869
2001-09-27,0,0,0.43050298,0.43050298,0.38632908,0.06596203,0.117205866
2001-09-28,1,1,0.41787067,0.40844074,0.41787067,0.04660796,0.12708062
2001-10-01,0,0,0.4086764,0.4086764,0.3886259,0.060340036,0.14235769
2001-10-02,0,0,0.45099974,0.45099974,0.33621585,0.064107984,0.14867644
2001-10-03,0,0,0.53171825,0.53171825,0.27599624,0.055908322,0.13637719
2001-10-04,0,0,0.51332086,0.51332086,0.27509,0.06753015,0.14405893
2001-10-05,0,0,0.4943025,0.4943025,0.28596756,0.073684804,0.14604512
2001-10-08,0,0,0.4875919,0.4875919,0.30971065,0.07380911,0.12888838
2001-10-09,0,0,0.4439336,0.4439336,0.32551572,0.08871576,0.14183484
2001-10-10,0,0,0.41663834,0.41663834,0.3052937,0.101311855,0.17675608
2001-10-11,0,0,0.41031644,0.41031644,0.31897894,0.10891191,0.1617928
2001-10-12,0,0,0.395178,0.395178,0.32930633,0.09173777,0.18377787
2001-10-15,0,0,0.3667629,0.3667629,0.3263706,0.11432754,0.19253896
2001-10-16,0,0,0.9453476,0.9453476,0.04226308,0.005947768,0.0064414595
2001-10-17,0,0,0.947107,0.947107,0.042428806,0.004656036,0.0058080773
2001-10-18,0,0,0.9490726,0.9490726,0.040770497,0.004494306,0.005662547
2001-10-19,0,0,0.94659996,0.94659996,0.042165082,0.0045103393,0.006724713
2001-10-22,0,0,0.9448223,0.9448223,0.04236768,0.0062167873,0.006593278
2001-10-23,0,0,0.9491995,0.9491995,0.04073691,0.004544969,0.0055186977
2001-10-24,0,0,0.9394536,0.9394536,0.04524106,0.0074190293,0.007886288
2001-10-25,0,0,0.95356816,0.95356816,0.03619467,0.0051370696,0.005100017
2001-10-26,0,0,0.93901604,0.93901604,0.045952145,0.00789621,0.0071356553
2001-10-29,0,0,0.95364046,0.95364046,0.0360269,0.0050255065,0.005307151
2001-10-30,1,1,0.37469968,0.35883495,0.37469968,0.10665617,0.15980922
2001-10-31,0,0,0.36666128,0.36666128,0.33990666,0.10477254,0.1886596
2001-11-01,0,0,0.3784952,0.3784952,0.3173336,0.10743325,0.19673795
2001-11-02,0,0,0.3645399,0.3645399,0.3141766,0.1097194,0.21156414
2001-11-05,3,3,0.97781354,0.008221598,0.006646218,0.0073186797,0.97781354
2001-11-06,3,3,0.98504347,0.0054577347,0.0048640757,0.0046347934,0.98504347
2001-11-07,3,3,0.9911676,0.0030642005,0.0029710734,0.0027970176,0.9911676
2001-11-08,0,0,0.3541499,0.3541499,0.2933236,0.12044516,0.2320813
2001-11-09,0,0,0.31189194,0.31189194,0.28842655,0.13410214,0.26557934
2001-11-12,3,3,0.99580306,0.0012419944,0.000951947,0.002003011,0.99580306
2001-11-13,3,3,0.9943259,0.0018284717,0.0013037404,0.0025419293,0.9943259
2001-11-14,3,3,0.99434066,0.0018062111,0.0014217576,0.0024314197,0.99434066
2001-11-15,0,0,0.35272995,0.35272995,0.31926426,0.11287436,0.21513145
2001-11-16,3,3,0.9948512,0.0016357641,0.0013937979,0.002119237,0.9948512
2001-11-19,3,3,0.9950843,0.0015335456,0.0012876717,0.0020944765,0.9950843
2001-11-20,3,3,0.993656,0.0018979352,0.0014539255,0.0029921744,0.993656
2001-11-21,3,3,0.9935015,0.0020251898,0.001434622,0.0030386767,0.9935015
2001-11-23,0,0,0.30428374,0.30428374,0.28805888,0.13670936,0.27094802
2001-11-26,0,0,0.36268285,0.36268285,0.33434817,0.0955236,0.20744538
2001-11-27,0,0,0.34189436,0.34189436,0.30057475,0.12759276,0.2299381
2001-11-28,0,0,0.33157346,0.33157346,0.318719,0.13380226,0.2159053
2001-11-29,0,0,0.34866634,0.34866634,0.3200543,0.10023984,0.23103948
2001-11-30,0,0,0.3502417,0.3502417,0.3281135,0.1237152,0.19792962
2001-12-03,0,0,0.37227643,0.37227643,0.30647662,0.13100973,0.19023724
2001-12-04,0,0,0.36549821,0.36549821,0.30728364,0.13002758,0.19719057
2001-12-05,2,2,0.9297753,0.017385088,0.018807737,0.9297753,0.03403188
2001-12-06,2,2,0.92399615,0.019387448,0.020045608,0.92399615,0.036570776
2001-12-07,2,2,0.9140758,0.023478657,0.022822067,0.9140758,0.039623525
2001-12-10,2,2,0.91240376,0.021961069,0.020429647,0.91240376,0.045205574
2001-12-11,2,2,0.9062559,0.02379647,0.023279978,0.9062559,0.04666771
2001-12-12,2,2,0.8795824,0.03925256,0.03357834,0.8795824,0.047586758
2001-12-13,2,2,0.8970004,0.02801537,0.026801033,0.8970004,0.048183203
2001-12-14,2,2,0.9059078,0.025848994,0.024369678,0.9059078,0.043873604
2001-12-17,2,2,0.8946243,0.02874293,0.02566013,0.8946243,0.05097264
2001-12-18,2,2,0.9210265,0.01820534,0.017274432,0.9210265,0.043493632
2001-12-19,2,2,0.9170901,0.024047924,0.022788456,0.9170901,0.03607355
2001-12-20,2,2,0.913577,0.020850897,0.02046788,0.913577,0.045104247
2001-12-21,2,2,0.8977558,0.03182395,0.0263251,0.8977558,0.04409513
2001-12-24,2,2,0.9007048,0.027108029,0.023155898,0.9007048,0.049031246
2001-12-26,2,2,0.92634726,0.019484209,0.01780892,0.92634726,0.03635963
2001-12-27,2,2,0.9241667,0.019795025,0.018818455,0.9241667,0.03721987
2001-12-28,2,2,0.9296525,0.016486824,0.015519679,0.9296525,0.038341057
2001-12-31,2,2,0.9307604,0.017328164,0.016437033,0.9307604,0.035474386
2002-01-02,2,2,0.91437274,0.017495338,0.016522985,0.91437274,0.05160892
2002-01-03,2,2,0.90768456,0.019194165,0.017392822,0.90768456,0.05572838
2002-01-04,2,2,0.92801476,0.016647324,0.015246965,0.92801476,0.040090952
2002-01-07,2,2,0.9347303,0.01329613,0.012764209,0.9347303,0.03920934
2002-01-08,0,0,0.3305294,0.3305294,0.30306157,0.12145114,0.24495786
2002-01-09,0,0,0.33450058,0.33450058,0.3072882,0.12308148,0.23512965
2002-01-10,0,0,0.3449693,0.3449693,0.321709,0.11978618,0.21353544
2002-01-11,1,1,0.34532103,0.32153732,0.34532103,0.124031454,0.20911022
2002-01-14,0,0,0.36548567,0.36548567,0.31939656,0.121097095,0.19402069
2002-01-15,0,0,0.34278047,0.34278047,0.32895115,0.122034796,0.20623358
2002-01-16,0,0,0.3786535,0.3786535,0.3353602,0.10910773,0.17687853
2002-01-17,1,1,0.357371,0.33095872,0.357371,0.11841632,0.19325392
2002-01-18,0,0,0.38740906,0.38740906,0.3285859,0.10615963,0.1778454
2002-01-22,0,0,0.42121115,0.42121115,0.33272335,0.093714386,0.1523511
2002-01-23,0,0,0.39023963,0.39023963,0.3277221,0.09778693,0.18425135
2002-01-24,0,0,0.438023,0.438023,0.2877539,0.07899555,0.19522752
2002-01-25,0,0,0.3689779,0.3689779,0.32334012,0.10598496,0.20169704
2002-01-28,0,0,0.36204982,0.36204982,0.32681194,0.1094031,0.20173518
2002-01-29,0,0,0.4697638,0.4697638,0.31303385,0.06932912,0.14787321
2002-01-30,0,0,0.39385882,0.39385882,0.33564484,0.087919116,0.1825772
2002-01-31,0,0,0.38323665,0.38323665,0.32168958,0.09849796,0.19657588
2002-02-01,0,0,0.36697435,0.36697435,0.31633636,0.11370475,0.2029845
2002-02-04,0,0,0.4973546,0.4973546,0.2979987,0.0804153,0.124231435
2002-02-05,3,3,0.98361254,0.007966551,0.0037731193,0.004647843,0.98361254
2002-02-06,3,3,0.9807934,0.009822057,0.0037748944,0.005609768,0.9807934
2002-02-07,0,0,0.39529133,0.39529133,0.31465018,0.12697284,0.1630857
2002-02-08,0,0,0.4214916,0.4214916,0.31812713,0.09909332,0.161288
2002-02-11,3,3,0.96548676,0.014622477,0.008239075,0.011651717,0.96548676
2002-02-12,3,3,0.9788874,0.009159776,0.004363082,0.007589745,0.9788874
2002-02-13,3,3,0.98574996,0.0059140245,0.0033881387,0.004947944,0.98574996
2002-02-14,3,3,0.98404545,0.0067284033,0.0041147694,0.005111323,0.98404545
2002-02-15,3,3,0.991345,0.003426971,0.0016765068,0.0035514391,0.991345
2002-02-19,3,3,0.9948084,0.0020461597,0.00081837195,0.0023270326,0.9948084
2002-02-20,3,3,0.98195773,0.007871243,0.005571214,0.0045997724,0.98195773
2002-02-21,3,3,0.9795451,0.009948672,0.0038661892,0.0066400915,0.9795451
2002-02-22,3,3,0.9707095,0.013778887,0.0060949787,0.009416624,0.9707095
2002-02-25,3,3,0.9567015,0.016418768,0.013512856,0.013366883,0.9567015
2002-02-26,3,3,0.96824026,0.012815899,0.0096089775,0.009334895,0.96824026
2002-02-27,3,3,0.9871712,0.0047246,0.0036108673,0.004493372,0.9871712
2002-02-28,3,3,0.99088687,0.0036098547,0.0021884837,0.003314784,0.99088687
2002-03-01,3,3,0.9911882,0.0030968732,0.0024460417,0.0032688333,0.9911882
2002-03-04,3,3,0.9928748,0.0024062141,0.0022206164,0.0024983496,0.9928748
2002-03-05,3,3,0.9939676,0.0020098025,0.0015636833,0.0024589233,0.9939676
2002-03-06,3,3,0.99362564,0.002180196,0.0020166736,0.002177575,0.99362564
2002-03-07,0,0,0.33927032,0.33927032,0.3194817,0.11931274,0.22193521
2002-03-08,0,0,0.34649268,0.34649268,0.31455007,0.10931144,0.22964574
2002-03-11,0,0,0.3245028,0.3245028,0.2975489,0.12875408,0.24919428
2002-03-12,0,0,0.33699468,0.33699468,0.3001965,0.108717136,0.2540917
2002-03-13,0,0,0.33399808,0.33399808,0.30361483,0.12883292,0.23355418
2002-03-14,0,0,0.3307241,0.3307241,0.2969308,0.12446386,0.2478813
2002-03-15,0,0,0.32437888,0.32437888,0.31149432,0.12668754,0.23743926
2002-03-18,0,0,0.30903462,0.30903462,0.28839466,0.14557931,0.25699142
2002-03-19,3,3,0.9906967,0.0030371372,0.0021993842,0.0040667267,0.9906967
2002-03-20,0,0,0.3055475,0.3055475,0.29764894,0.12754847,0.26925507
2002-03-21,1,0,0.31922033,0.31313863,0.31922033,0.13122924,0.23641181
2002-03-22,0,0,0.3327327,0.3327327,0.31845447,0.11978009,0.2290327
2002-03-25,1,1,0.36330485,0.3179202,0.36330485,0.12320921,0.19556572
2002-03-26,1,1,0.34697422,0.3313844,0.34697422,0.12977564,0.19186576
2002-03-27,3,3,0.96048474,0.017577652,0.011016745,0.010920803,0.96048474
2002-03-28,3,3,0.9620566,0.016578734,0.011205385,0.010159308,0.9620566
2002-04-01,3,3,0.969865,0.012666497,0.009220202,0.008248269,0.969865
2002-04-02,3,3,0.96287876,0.01635873,0.009679315,0.011083215,0.96287876
2002-04-03,3,3,0.9809026,0.009153776,0.004898979,0.005044675,0.9809026
2002-04-04,3,3,0.9760434,0.012087741,0.006295921,0.0055729453,0.9760434
2002-04-05,3,3,0.9747903,0.0129393935,0.005611608,0.0066587734,0.9747903
2002-04-08,3,3,0.9495868,0.02532027,0.013409528,0.011683423,0.9495868
2002-04-09,3,3,0.9516835,0.02569096,0.011737607,0.010887839,0.9516835
2002-04-10,3,3,0.934051,0.033520915,0.015351017,0.017077127,0.934051
2002-04-11,3,3,0.97433645,0.013527182,0.006135449,0.00600091,0.97433645
2002-04-12,3,3,0.9776892,0.010496974,0.005606688,0.006207155,0.9776892
2002-04-15,3,3,0.9801645,0.010195629,0.0042268005,0.0054130373,0.9801645
2002-04-16,3,3,0.97483253,0.011144892,0.0059941243,0.008028482,0.97483253
2002-04-17,3,3,0.98671037,0.005556533,0.0029455505,0.004787499,0.98671037
2002-04-18,3,3,0.9831445,0.0073021525,0.0045445864,0.005008687,0.9831445
2002-04-19,0,0,0.3655913,0.3655913,0.32492933,0.102025926,0.20745344
2002-04-22,0,0,0.4213256,0.4213256,0.33127967,0.08030776,0.1670869
2002-04-23,3,3,0.9876256,0.0058250525,0.0026374522,0.0039118263,0.9876256
2002-04-24,3,3,0.9874725,0.006576763,0.0026444707,0.003306346,0.9874725
2002-04-25,0,0,0.3819166,0.3819166,0.32323304,0.10624348,0.18860687
2002-04-26,0,0,0.45926657,0.45926657,0.29309893,0.10828381,0.13935067
2002-04-29,3,3,0.9648145,0.020606773,0.0077233673,0.006855365,0.9648145
2002-04-30,3,3,0.94814706,0.028448546,0.015128498,0.008275912,0.94814706
2002-05-01,3,3,0.9543977,0.022391235,0.013732611,0.009478449,0.9543977
2002-05-02,3,3,0.9773631,0.011184524,0.004407507,0.007044893,0.9773631
2002-05-03,3,3,0.9826202,0.0076885335,0.0045714476,0.00511988,0.9826202
2002-05-06,3,3,0.97609305,0.012506503,0.0044524833,0.0069478587,0.97609305
2002-05-07,3,3,0.9906969,0.005218838,0.0015438792,0.0025403777,0.9906969
2002-05-08,3,3,0.9786672,0.009433258,0.005346158,0.0065533593,0.9786672
2002-05-09,3,3,0.9826359,0.0078115505,0.0036313909,0.0059211333,0.9826359
2002-05-10,0,0,0.38772377,0.38772377,0.29276797,0.096553616,0.22295459
2002-05-13,0,0,0.36818767,0.36818767,0.27468914,0.09178128,0.26534194
2002-05-14,3,3,0.97700053,0.01010136,0.0064763543,0.0064217267,0.97700053
2002-05-15,0,0,0.3593882,0.3593882,0.27353114,0.10435564,0.26272503
2002-05-16,0,0,0.32674298,0.32674298,0.277208,0.102742635,0.29330638
